"Index","OldPath","NewPath","NewName"
"1","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 01_39_20.png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\雨窗书桌白发少女.png","雨窗书桌白发少女.png"
"2","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 01_44_49 (1).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\雨夜站台棕发少女.png","雨夜站台棕发少女.png"
"3","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 01_44_49 (2).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\雨夜便签绿发少女.png","雨夜便签绿发少女.png"
"4","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 01_44_50 (3).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\雨夜车站白发旅人.png","雨夜车站白发旅人.png"
"5","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 01_44_51 (4).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\紫发雨夜单车少女.png","紫发雨夜单车少女.png"
"6","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 01_44_51 (5).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\暖灯咖啡馆栗发少女.png","暖灯咖啡馆栗发少女.png"
"7","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 01_44_52 (6).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\雨夜行李金发少女.png","雨夜行李金发少女.png"
"8","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 01_44_52 (7).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\雨窗前的短发少女.png","雨窗前的短发少女.png"
"9","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 01_44_53 (8).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\旧书店雨夜粉发少女.png","旧书店雨夜粉发少女.png"
"10","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 01_50_01 (1).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\霓光停车场白发旅人.png","霓光停车场白发旅人.png"
"11","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 01_50_01 (2).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\中央公园站红发少女.png","中央公园站红发少女.png"
"12","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 01_50_01 (3).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\便利店门口薄荷发少女.png","便利店门口薄荷发少女.png"
"13","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 01_50_02 (4).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\夜雨图书馆门前少女.png","夜雨图书馆门前少女.png"
"14","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 01_50_02 (5).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\电车站旁粉发少女.png","电车站旁粉发少女.png"
"15","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 01_50_03 (6).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\蓝雨天桥短发旅人.png","蓝雨天桥短发旅人.png"
"16","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 01_50_03 (7).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\二号站台白发旅人.png","二号站台白发旅人.png"
"17","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 01_50_04 (8).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\月架书店绿发少女.png","月架书店绿发少女.png"
"18","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 01_56_59.png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\夜城天台白发旅人.png","夜城天台白发旅人.png"
"19","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_00_03.png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\海边雨棚白发旅人.png","海边雨棚白发旅人.png"
"20","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_00_07.png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\月下巷口黑裙少女.png","月下巷口黑裙少女.png"
"21","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_00_13.png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\城市观景台白发旅人.png","城市观景台白发旅人.png"
"22","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_00_20.png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\蓝白码头眺望少女.png","蓝白码头眺望少女.png"
"23","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_03_40 (2).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\唱片店门前卷发少女.png","唱片店门前卷发少女.png"
"24","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_03_41 (3).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\复古影院银发少女.png","复古影院银发少女.png"
"25","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_03_41 (4).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\夜色摄影馆粉发少女.png","夜色摄影馆粉发少女.png"
"26","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_03_42 (5).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\暖窗电车街黑发少女.png","暖窗电车街黑发少女.png"
"27","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_03_42 (6).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\夜书店门口绿发少女.png","夜书店门口绿发少女.png"
"28","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_03_43 (7).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\月台电车旁粉发少女.png","月台电车旁粉发少女.png"
"29","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_03_43 (8).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\邮局窗前红发少女.png","邮局窗前红发少女.png"
"30","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_06_34 (1).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\蓝夜窗边短发少女.png","蓝夜窗边短发少女.png"
"31","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_06_35 (2).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\雨夜门灯金发少女.png","雨夜门灯金发少女.png"
"32","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_06_35 (3).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\深蓝楼梯间短发旅人.png","深蓝楼梯间短发旅人.png"
"33","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_06_35 (4).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\雨夜公交亭白发旅人.png","雨夜公交亭白发旅人.png"
"34","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_06_36 (5).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\夜跑后的红发少女.png","夜跑后的红发少女.png"
"35","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_06_36 (6).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\楼梯口薄荷发少女.png","楼梯口薄荷发少女.png"
"36","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_06_37 (7).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\雨棚下紫发单车少女.png","雨棚下紫发单车少女.png"
"37","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_06_37 (8).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\月下天台白发少女.png","月下天台白发少女.png"
"38","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_12_43 (1).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\海边巴士站白发少女.png","海边巴士站白发少女.png"
"39","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_12_44 (2).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\夕海站台薄荷发少女.png","夕海站台薄荷发少女.png"
"40","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_12_44 (3).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\三号站台黑发少女.png","三号站台黑发少女.png"
"41","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_12_45 (4).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\海崖站台粉发少女.png","海崖站台粉发少女.png"
"42","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_12_45 (5).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\月台列车红发少女.png","月台列车红发少女.png"
"43","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_12_45 (6).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\黄昏旧书店栗发少女.png","黄昏旧书店栗发少女.png"
"44","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_12_46 (7).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\白昼海站紫发旅人.png","白昼海站紫发旅人.png"
"45","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_12_46 (8).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\月海站台黑发少女.png","月海站台黑发少女.png"
"46","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_29_29 (1).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\柠檬汽水窗边绿发少女.png","柠檬汽水窗边绿发少女.png"
"47","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_29_29 (3).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\夜城待办清单黑发少女.png","夜城待办清单黑发少女.png"
"48","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_29_30 (5).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\清晨雨台短发少女.png","清晨雨台短发少女.png"
"49","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_29_31 (6).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\秋日画室猫怀少女.png","秋日画室猫怀少女.png"
"50","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_29_31 (7).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\月窗黑猫睡衣少女.png","月窗黑猫睡衣少女.png"
"51","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_29_31 (8).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\夜车厢粉发耳机少女.png","夜车厢粉发耳机少女.png"
"52","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\ChatGPT Image 2026年5月30日 02_29_32 (10).png","E:\美图\手绘涂鸦风\手绘涂鸦风情绪系插画\咖啡馆暖灯短发少女.png","咖啡馆暖灯短发少女.png"
